text,target
"అసలు ఈ చిత్రం ఎప్పుడో విడుదల కావలసి ఉన్నా, గ్రాఫిక్స్‌ కారణంగా లేట్‌ అవుతూ వచ్చింది.",0
"అయితే ఈ సమస్య ఎందుకు ఎదురైంది? ఎలా పరిష్కరించాలో ఎవరికీ అంతుపట్టదు.
",0
"త‌ప్ప‌కుండా అమ‌లు చేస్తామ‌ని జెఈవో స‌మాధాన‌మిచ్చారు.
",1
నిత్యం వార్తల్లో మోసగాళ్ల లీలలు తెలుస్తూనే వుంటాయి కనుక కాంటెంపరరీ విషయాలని చూపించాల్సింది లేదా కాన్‌ థ్రిల్లర్స్‌ హాలీవుడ్‌లో కోకొల్లలు,0
"మ‌రోవైపు చంద్రబాబు వారందరినీ పేరుపేరునా పలకరించి క్షేమ సమాచారాలు అడిగి తెలుసుకున్నారు.
",1
"మంగ‌ళ‌వారం ఈ మేర‌కు కేంద్ర ఎన్నిక‌ల సంఘ అనుమ‌తితో ఏపీ మినరల్‌ డెవలప్‌మెంట్‌ కార్పొరేషన్‌ ఛైర్మన్‌గా పునేఠాకు పోస్టింగ్‌ ఇస్తూ    ఉత్తర్వులు జారీ చేసారు.
",1
"ఆశ వర్కర్లు ఎన్నోఏళ్లు కష్టపడితే వైఎస్సార్సీపీ ప్రభుత్వంలో వారికి సముచిత స్థానం లభించడం నిజంగా ఒక చరిత్ర అన్నారు.
",1
దీనికి ముఖ్య అతిథిగా సూపర్‌ స్టార్‌ మహేష్‌ బాబు హాజరుకానున్నారట.,1
"ఈసీ షరతుల నేపథ్యంలో సదాసీదాగానే జరిగిన ఈ సమావేశంలో కరవు, ఇతర పరిస్థితులను సీరియస్ గా తీసుకొని చర్యలు చేపట్టాలని, తాగునీటి కొరత రాకుండా చూడాలని మంత్రివర్గం అధికారులను ఆదేశించింది.
",1
"మనం నిజాయతీగా ఉందాం : ద్రవిడ్‌.
",1
ఒకవేళ ఉంటే గాయపడని బౌలర్‌ను చూపించండి.,0
"పెర్త్‌: ఆస్ట్రేలియాతో జరుగుతున్న రెండో టెస్టులో తొలి ఇన్నింగ్స్‌లో భారత బ్యాటింగ్‌ నిలకడగా సాగుతోంది.
",1
"చందు అల్లరి చిల్లరగా తిరుగుతూ పనీపాటా లేకుండా ఉంటాడు.
",0
"బెంగాల్: పశ్చిమబెంగాల్ లో బీజేపీ-టీఎంసి పార్టీల మధ్య రాజకీయం వాడీవేడిగా మారింది.
",0
"టైటిల్‌ యూత్‌ కి నచ్చేలా చాలా క్యాచీగా ఉండటం బాగా ప్లస్‌ అవుతోంది.
",1
"ఎన్నికల ప్రచారంలో మత ప్రసక్తి తీసుకు రాకూడదని సుప్రీంకోర్టు ఆదేశాలను పాటించలేదని, మోడల్‌ కోడ్‌ ఆఫ్‌ కాండక్ట్‌ను ఉల్లంఘించారని గిరిరాజ్‌పై ఇ సి ఆగ్రహం వ్యక్తం చేసింది.
",0
"పుల్వామా ఘటన నుంచి కేంద్రం ఎలాంటి గుణపాఠం నేర్చుకోలేదని ఇవాళ్టి గడ్చిరోలి సంఘటనతో రుజువైందని కాంగ్రెస్ సీనియర్ నేత అహ్మద్ పటేల్ విమర్శించారు.
",0
"కేవలం రెండు గంటల్లో 10 లక్షల వ్యూస్‌, 10వేల లైక్‌లు పొందిన తొలి వీడియో పాట ఇదని చెబుతున్నారు.",1
"తన చేతిలో దూడ చనిపోవడం, దాన్ని తట్టుకోలేక తల్లి ఆవు తల్లడిల్లడం వంటి పరిణామాలతో అతను మనస్తాపానికి గురై ఈ అఘాయిత్యానికి పాల్పడ్డాడని గ్రామస్థులు పేర్కొన్నారు",0
"స్వామివారిని దర్శించుకుని ప్రత్యేక పూజలు చేశారు.
",1
"కారులోనే ఆయనను హతమార్చి ఉంటారా, లేక ఎక్కడో చంపేసి తీసుకెళ్లే క్రమంలో కారు రోడ్డు మార్జిన్‌లోకి దిగబడిందా, కారును బయటకు తీసే అవకాశం లేక వదిలేసి పరారై ఉంటారా,అనే అనుమానాలు వ్యక్తమవుతున్నాయి",0
"జట్టులోని బాధ్యత అతడికి తెలుసు.
",1
"మహేష్‌కు, ఆయనకు మంచి సన్నివేశాలున్నాయి అన్నారు",1
"ఈ నిర్ణయంతో 7,265 మందికి లబ్ధిచేకూరనుంది",1
ఎందుకంటే టీజర్ తో చైతుని లిప్ లాక్ కిస్ తో కిక్ ఇచ్చిన తర్వాత మళ్ళి ట్రైలర్ లోనే కనిపించింది.,1
దీనికితోడు ఓ టీవీ షోలో మహిళలపై అనుచిత వ్యాఖ్యల కారణంగా బీసీసీఐ కఠిన చర్యలే తీసుకుంది.,0
"భవిష్యత్తులో అతను నంబర్‌ వన్‌ స్పిన్నర్‌గా అవతరిస్తాడనడంలో ఎటువంటి సందేహం లేదని భజ్జీ ప్రశించాడు.
",1
తనను అప్రదిష్టపాలు చేస్తున్న మీడియా సంస్థలపై పరువునష్టం దావా వేస్తానని కోమట్ రెడ్డి హెచ్చరించారు,0
తొందరగా ఫినిష్‌ చేయాలనే ఆలోచన వల్ల మారుతి ప్లాన్‌ మొత్తం రివర్స్‌ అయినట్లు టాక్‌.,0
"సూర్య‌కు తెలుగులో ఓ సినిమా చేయాల‌ని ఎప్ప‌టి నుంచో ఆశ‌,కాక‌పోతే స‌రైన క‌థ సెట్ అవ్వ‌డం లేదు",0
సెంటిమెంట్లు ఎమోషన్స్‌ తనకు లేవని వర్మ చెబుతుంటాడన్నారు.,0
"సిరీస్‌ అంతా అలాంటి ఒత్తిడిలో ఆడడం కష్టం.
",0
గేల్‌ దూకుడు.,1
"తమకున్న బౌలింగ్‌ వనరులతో కాపాడుకునేది.
",1
దీనికి ఒక రోజు ముందు అంటే 17న ధనుష్‌ నటించిన వడచెన్నైని రిలీజ్‌ చేయనున్నారు.,1
తాను కూడా చంద్రబాబు లాగా రాజకీయాలు చేస్తే ఇవాళ ప్రతిపక్ష నేతగా కూర్చొనే వారు కాదన్నారు,0
అయితేనేం కోచ్‌గా అదరగొడుతున్నాడు.,1
బడ్జెట్‌పై రాజీపడకుండా చిత్రాన్ని తెరకెక్కిస్తున్నాం,1
బ్యాటింగ్‌ చేసే బౌలర్‌ అవుతా.,1
తమిళ సూపర్‌ స్టార్‌ రజనీకాంత్‌ బాలీవుడ్‌ హీరోయిన్‌ ఐశ్వర్యరారు జంటగా శంకర్‌ దర్శకత్వంలో తెరకెక్కిన ‘యందిరన్‌’ (రోబో)బ్లాక్‌ బస్టర్‌ హిట్‌ అయిన సంగతి తెలిసిందే.,1
"చివరిసారిగా 2010లో 48 కేజీలో కేటగిరీలో ఆమె స్వర్ణాన్ని సాధించారు.
",1
"కాబట్టి నూతనంగా ప్రవేశపెట్ట బోయే బాడీస్కానర్లు శరీరంలో దాగి ఉన్న మెటాలిక్‌, నాన్‌మెటాలిక్‌ వస్తువులనూ గుర్తుపడతాయి",1
"వైఎస్ జగన్ కాబోయే ముఖ్యమంత్రి కావడంతో, నిబంధనల మేరకు భద్రతను పెంచామని ఉన్నతాధికారులు అంటున్నారు.
",1
"పోలీసులకు ఈ జన్మంతా రుణపడి ఉంటామని చిన్నారి తల్లిదండ్రులు ఆనందం వ్యక్తంచేశారు.
",1
అయితే శంకర్‌ పెట్టించే ఖర్చుకు భయపడి నిర్మాణ సంస్థ లైకా దీన్ని ఆపేసిందనే టాక్‌ బలంగా వచ్చింది.,1
అయితే గాయాలు మాత్రం ఇంగ్లండ్‌కు తలనొప్పిగా మారాయి.,0
"ఆ తర్వాతే కోలీవుడ్‌ చిత్రపరిశ్రమ యూట్యూబ్‌లో తమ చిత్రాలు, పాటలు, ఇతర కార్యక్రమాల గురించి ప్రమోషన్‌ చేసుకోవడం ప్రారంభించారు.",1
రీల్‌ శ్రీదేవి సోసోగానే ఉందనే మాటలూ వినిపిస్తున్నాయి.,0
అందరికీ తప్పకుండా నచ్చుతుందని నమ్ముతున్నాను అని అన్నారు.,1
బోర్డులో అవినీతి రాజ్యమేలుతుండటంతో సర్వత్రా విమర్శలు వెల్లువెత్తుతున్నాయి.,0
సత్తా చాటితే ప్రపంచకప్‌ జట్టులో స్థానానికి బలమైన పోటీదారుగా మారొచ్చు,1
"ఆసమయంలో బైక్‌పై ఉన్న ఇద్దరూ మద్యం మత్తులో ఉన్నట్టు పోలీసులు అనుమానిస్తున్నారు.
",0
అంతేకాదు ప్రేక్షకులకు చక్కటి అనుభూతిని కల్గించేందుకు లేజర్‌ ప్రొజెక్టర్‌ సిస్టమ్‌ను కూడా ఉంచారట.,1
"ఉన్నత ఆశయాలు ఉన్నవారు, సమాజ శ్రేయస్సు కోరుకునే వారు మాత్రమే ఈ తరహా కార్యక్రమాలు నిర్వహించగలుగుతారని అన్నారు",1
"అయితే మా బౌలర్లు రాణించారు.
",1
వైస్ చైర్మన్‌గా టీఆర్‌ఎస్‌కే చెందిన ఇరుగు పెద్దయ్య ఎన్నికయ్యారు,1
"ముంబై : అనుభవాలు పాఠాలు నేర్పుతాయన్నది ఎంతో నిజం.
",1
"స్కోరు బోర్డును వేగం పెంచేందుకు రిషబ్‌ పంత్‌ క్రీజులోకి వచ్చాడు.
",1
"అల్లా ఆశీస్సులతో రాష్ట్రం, దేశం సుభిక్షంగా ఉండాలని ఆకాంక్షించారు.
",1
లోకేష్‌ కనగరాజ్‌ దర్శకత్వంలో తెరకెక్కనున్న ఈ సినిమాలో మెయిన్‌ హీరోయిన్‌గా తీసుకునేందుకు ప్రస్తుతం రష్మికతో చర్చలు సాగుతున్నాయట.,1
"రెండు రోజులు లాలూ భోజనం తీసుకోలేదు.
",0
"ప్రభుత్వ ఆస్పత్రుల్లో శిశువుల కిడ్నాప్‌లు కలకలం రేపుతున్నాయి.
",0
"అటువంటి దుర్మార్గమైన పరిస్థితిని మరోసారి సభలో రానివ్వబోనని అన్నారు.
",0
ఈ క్రమంలో అతడికి ఊరట లభించింది.,1
కొన్నాళ్లుగా వ‌ర్మ జేడీ దూరం దూరంగానే ఉంటున్నారు,0
"శర్వానంద్‌, సాయిపల్లవి జంటగా నటిస్తున్న పడిపడి లేచే మనసు చిత్రం వేగంగా షఉటింగ్‌ జరుపుకుంటోంది.",1
"ఈ మ్యాచ్‌లో ఆల్‌రౌండర్‌ క_x005F_x007f_నాల్‌ పాండ్య ఓ అరుదైన రికార్డును తన ఖాతాలో వేసుకున్నాడు.
",1
మూడు మ్యాచ్‌ల్లో సన్‌రైజర్స్‌కు ఇది రెండో విజయం కాగా,1
"1989, 2004, 2009లో కాంగ్రెస్ నుంచి మూడుసార్లు గెల్చిన ఆయన.
",1
"రాష్ట్రం విడిపోయి రెండు ప్రభుత్వాలు ఏర్పడ్డాక తెలంగాణ ప్రభుత్వం మాత్రం జూన్ 2వ తేదీన తెలంగాణ అవతరణ దినోత్సవం జరుపుకుంటుంది.
",1
ఎప్పటిలాగే ప్రకాష్‌రాజ్‌ తన పాత్రలో ఒదిగిపోయాడు.,1
"ఈ క్రమంలో లిటన్‌ దాస్‌ 87బంతుల్లో 11 ఫోర్లు 2 సిక్స్‌లతో కెరీర్‌లోనే తొలి సెంచరీ సాధించాడు.
",1
ప్రమాణ స్వీకారం ఆలస్యం తనదైన మార్క్ నిర్ణయాలతో సరికొత్త రాజకీయాలకు పునాది వేస్తున్నాడు,1
"17:3 ఓవర్లో కీలక సమయంలో రాహుల్‌ (55 పరుగులు 47 బంతుల్లో 3ఫోర్లు, 1సిక్స్‌) ఓటయ్యాడు.
",0
"చిత్ర‌మైన పాత్ర‌లు, విచిత్ర‌మైన కాన్సెప్ట్  ఇప్ప‌టి సినిమాకి మూలం ఇదే",1
ఈ విజయంతో కివీ సిరీస్‌లో భారత్‌ ఆధిక్యాన్ని 3-1కి తగ్గించింది,0
"ఈ శుక్రవారం (సెప్టెంబర్‌ 21) ఈ ‘మాయ పేరేమిటో’ ప్రేక్షకుల ముందుకు వచ్చింది.
",1
చివరి 60 బంతుల్లో 190కు పైగా పరుగులు చేధించాల్సి రావడంతో ఆఫ్గాన్‌ తెగువ చూపలేకపోయింది,0
"హీరోయిన్‌ గా పరిచయం అయిన రుహాని శర్మ తొలి సినిమాతోనే సూపర్బ్‌ అనిపించింది.
",1
కాగా ఈ ట్రైలర్‌ను ఇప్పటి వరకు మొత్తం 30 లక్షల మంది చూశారని యూనిట్‌ ఆనందం వ్యక్తం చేసింది.,1
"దీంతో ప్రజల్లో అతనికి ఫ్యాన్‌ ఫాలోయింగ్‌ ఏర్పడుతుంది.
",1
"జిల్లా ఆసుపత్రిని సందర్శించిన మాజీ మంత్రి, ఎమ్మెల్యే హరీశ్‌రావు నాగలక్ష్మి కుటుంబానికి తక్షణ సాయంగా రూ లక్ష అందజేశారు",1
"పురుషుల సింగిల్స్‌లో కశ్యప్‌ తైవాన్‌కు చెందిన హుజెన్‌ హోను మూడు సెట్ల పోరులో 21-7, 12-21, 21-18 తేడాతో ఓడించాడు.
",1
ఆ మాటలు విన్నప్పుడు నాకు కన్నీళ్లు ఆగలేదు.,0
"తండ్రి నుండి వచ్చిన వారసత్వం జగన్‌ ను అద్భుతంగా ముందుకు నడిపిస్తుందన్నారు.
",1
"గోపిచంద్‌ మాస్‌ ఇమేజ్‌కు తగ్గట్టు వరుస యాక్షన్‌ సీన్స్‌తో ఆకట్టుకున్నాడు.
",1
కానీ మన్రో (14) కూడా ఎక్కువ సేపు క్రీజులో ఉండలేక పోయాడు.,0
"భర్త బారి నుంచి ప్రియుడిని రక్షించేందుకు అతడి కళ్లలో కారం చల్లిందో ఇల్లాలు.
",0
"గాయం నుంచి కోలుకొని జట్టులోకి వచ్చిన కెప్టెన్‌ కేన్‌ విలియమ్సన్‌ నిరాశ పరచగా, ఓపెనర్లు బెయిర్‌స్టో, డేవిడ్‌ వార్నర్లు మినహా ఎవరూ రెండెంకల స్కోర్‌ను చేయలేకపోయారు.",0
అందుకే తెలుగువారు ‘అభినవ శకుని’ అని ముద్దుగా పిలుచుకునేవారు.,1
"రవితేజ, నిఖిల్, మోహన్ బాబు, మంచు విష్ణు, రామ్ తదితరులు ట్విట్టర్ ద్వారా శుభాకాంక్షలు తెలిపారు.
",1
"అంతకు ముందు ఏడాది 14:2 శాతం వృద్ధిరేటుతో రూ 7,53,804 కోట్లు నమోదైంది",1
ఆ వెంటనే సర్ఫరాజ్‌(15) సిరాజ్‌ బౌలింగ్‌లో వెనుతిరిగాడు.,0
"తిరిగి సహచరులతో కలిసినందుకు సంతోషంగా ఉంది.
",1
అయితే ఎంత మొత్తానికి తీసుకున్నాడన్నది అధికారికంగా తెలియరాలేదు.,0
పోలీసులు ఘటనా స్థలాన్ని పరిశీలించి కేసు నమోదు చేసి దర్యాప్తు చేస్తున్నారు,0
దానికి తోడు నటుడిగా బెల్లంకొండ శ్రీనివాస్‌కి వున్న పరిమితుల కారణంగా అతని నటన వల్ల చాలా సన్నివేశాలు తేలిపోయాయి,0
"చంద్రబాబు కుప్పం నుంచి అత్యధిక మెజార్టీలో గెలుపొందారు.
",1
"రెండో కుమారుడు బాలు నాయక్‌ 19 చిన్నతనం నుంచి గొర్రెలు, ఆవులను మేపేవాడు",1
జట్టు సభ్యులంతా ఆత్మవిశ్వాసం కోల్పోవద్దు.,1
రుణ ఖాతాల పరిష్కారానికి సంబంధించి ఇంతకు ముందు వరకు అమల్లో ఉన్న అన్ని పరిష్కార విధానాల స్థానంలో నూతన నిబంధనలను ప్రవేశపెట్టినట్టు ఆర్‌బీఐ తెలిపింది,1
2011 ప్రపంచ కప్‌ స్వదేశంలో గెలిచాం.,1
"వైద్యం, ఆరోగ్యశ్రీ పథకంపై సీఎం జగన్ ప్రత్యేక దృష్టి సారించారు.
",1
తమిళ చిత్రానికి హీరో నాని క్లాప్‌నిచ్చారు,1
యూత్‌ను బాగా ఆకట్టుకుంటుందని అనుకున్నాను.,1
"సర్వీసులో ఏమాత్రం మచ్చ లేకుండా కొనసాగి ఉంటే.
",0
అయితే విజరుశంకర్‌ ప్రపంచకప్‌ ఆడతారని అనుకోవట్లేదు.,0
వీరిద్దరు కలిసి ఆంధ్ర స్కోరును 100 పరుగులు దాటించారు,1
"సామాజిక న్యాయానికి పెద్దపీట వేస్తూ రాష్ట్ర చరిత్రలో కనీవినీ ఎరుగని విధంగా మంత్రి మండలి ఏర్పాటులో ఎస్సీ, ఎస్టీ, బలహీన,మైనారిటీ వర్గాలకు అత్యున్నత ప్రాధాన్యత కల్పించటం అభినందనీయమన్నారు.
",1
అసలే కరుణా కరన్‌ వరుస ఫెయిల్యూర్స్‌కి మార్కెట్‌ లేదు.,0
హైదరాబాద్‌ : ఐపీఎల్‌ 12- విజేతగా ముంబై ఇండియన్స్‌ అవతరించింది.,1
సాంకేతికతలో కొన్ని తప్పిదాలు ఉంటున్నాయి.,0
"మా తప్పి దాలను తెలుసుకొని ముందుకు సాగుతాం.
",1
"మ‌రోవైపు  రాష్ట్ర స్థాయిలోనే అత్యధిక ఉష్ణోగ్రతలు జగిత్యాల జిల్లాలోనే నమోదవుతున్నాయి.
",0
మహిళల డబుల్స్‌లో అశ్విని పొన్నప్ప-సిక్కిరెడ్డి జోడీ తొలి రౌండ్‌లో ఓటమిపాలైయ్యారు.,0
ఇప్పుడు ఏకంగా స్క్రిప్టు మొత్తాన్ని బ‌య‌ట పెట్టేశారు,0
"మరో వికెట్‌ పడకుండా జాగర్తగా ఆడుతూ ఆటను ముగించారు.
",1
"బ్యాంకు మేనేజర్ ఖాతాలకు హామీ ఇస్తూ మీరు తీసుకున్న లోన్ మాత్రమే కట్టండని సర్ది చెప్పి ఖాతాదారులను శాంతింపజేశారు.
",1
క్రాంతి మాధవ్‌ దర్శకత్వంలో తెరకెక్కనున్న ఆ సినిమాలో తన పాత్రకు మంచి స్కోప్‌ ఉందని చెప్పింది.,1
"రుతుప‌వ‌నాల రాక‌తో ఎండ‌ల‌తో మండుతున్న రాష్ట్రాలు కాసింత సేద తీర నున్న‌ట్టు క‌నిపిస్తోంది.
",1
పసికూన ఆఫ్ఘనిస్థాన్‌ను ఓ ఆటాడేసుకుంది.,0
"ధారావి మురికి వాడలను నేచురల్‌ గా చూపించాడు.
",1
"జర్నలిస్టిక్ నేపథ్యం ఉన్న ఆయన సాక్షి ఆవిర్భావం దగ్గర నుంచి ఆ సంస్థ బాగోగులు చూసుకుంటూ వచ్చారు.
",1
మరోవైపు జాతీయ ఛాంపియన్‌ దీపక్‌ సింగ్‌ 49 కేజీలు పసిడి దక్కించుకున్నాడు,1
"ఇవిఎంలపై సామాజిక మీడియాలో వ‌స్తున్న క‌థ‌నాల‌ను కొట్టిపారేసిన ద్వివేది, వాటిపై , అవి వెల్ల‌డించిన ఫ‌లితాల‌పై ఎలాంటి అనుమానం అవసరం లేదని చెప్పుకొచ్చారు.
",1
"ఫణి తుపాన్‌ తాకిడికి గురైన ప్రాంతాల్లో సహాయ పునరావాస కార్యక్రమాలు చేపట్టడానికి కేంద్రం ఆర్థిక సహాయం ప్రకటించింది.
",1
"అజిత్ కోర్ట్ ఆర్గ్యుమెంట్స్, యాక్షన్స్ ఎపిసోడ్స్‌తో కట్ చేసిన ట్రైలర్ -హిట్టయిన సినిమా రీమేక్‌పై మరింతగా అంచనాలు పెంచుతోంది",1
సిరివెన్నెల రాజాతో విలన్‌ పాత్ర చేయించడం మంచి ఆలోచనే కానీ అతను ఆ పాత్రలో ఏ క్షణంలోను కన్విన్సింగ్‌గా అనిపించలేదు,0
మరొకవైపు జో రూట్‌ నెమ్మదించాడు.,0
జెడ్పీ పాఠశాలల విద్యార్థులకు గతంలో ఆశ్రమ పాఠశాలల్లో వసతి కల్పించే వారని అయితే ఇప్పుడు వసతి కల్పించలేమని గిరిజన సంక్షేమ శాఖ అధికారులు చెప్తున్నారని ఇది ప్ర‌భుత్వ నిబంధ‌న‌లో ఎక్క‌డుందో ర్ధం కావ‌టంలేద‌ని ఆశ్చ‌ర్యం వ్య‌క్తం చేసారు,0
మీ తర్వాతి సినిమా కల్కి కోసం ఎదురుచూస్తున్నా” అని ట్వీట్‌ చేశారు.,1
25 సంవత్సరాల లక్ష్యంతో రాజకీయాల్లోకి వచ్చాను,1
"చిత్ర దర్శకుడు స్వరూప్ మాట్లాడుతూ -ఏజెంట్ అనే ఆంగ్లపదం పక్కన తెలుగు నేటివిటీ ఆశించి టైటిల్ డిజైన్ చేశామని, టైటిల్‌లో వెరైటీ మాదిరిగానే ఆత్రేయ మిమ్మల్ని నవ్విస్తాడు, ఏడిపిస్తాడు, థ్రిల్ చేస్తాడన్నారు",1
టెయింలెండర్లు మధ్య సమన్వయం కొరవవడంతో చివరకు ఆసీస్‌ 8 పరుగుల తేడాతో పరాజయం పాలైంది.,0
"‘ప్రపంచకప్‌లో పాక్‌తో మ్యాచ్‌ రద్దు విషయాన్ని ఐసీసీకి చేరవేస్తే తిరస్కరణకు గురవుతుంది.
",0
"ఫస్ట్‌ హాఫ్ దేవ, దాస్‌ల మధ్య ఫ్రెండ్‌షిప్‌, కామెడీ ఆకట్టుకున్నా.
",1
"ప్రతి ఏటా ఎన్టీఆర్ జయంతి సందర్భంగా మహానాడు నిర్వహించడం ఆనవాయితీగా వస్తుంది.
",1
అదిరిన ఆరంభ.,1
"తెలంగాణలో పాలన స్తంభించిదని, కోర్టు డైరెక్షన్‌లో పాలన సాగుతోందన్నారు",0
"కృష్ణా జిల్లా నిడమానురు జాతీయ రహదారిపై వెళుతున్న కారులో మంటలు చెలరేగాయి.
",0
మళ్లీ అవే పొరపాట్లను పునరావృతం చేస్తూ సయ్యద్‌ ముస్తాక్‌ అలీ ట్రోఫీలో మరో ఓటమిని మూటగట్టుకుంది,0
"రోహిత్‌ కెప్టెన్సీలో టీమిండియా మూడు వన్లేల్లో రెండు, తొమ్మిది టీ20ల్లో ఎనిమిది మ్యాచ్‌లు గెలుపొందింది.",1
ఏడు దశాబ్దాలుగా ఇదే బాధ ఆయన్ను కలచి వేస్తోందని పేర్కొన్నాడు.,0
"ఈ మ్యాచ్‌లో 122 పరుగులు చేసి సెంచరీతో తన కెరీర్‌ను ముగించాడు.
",1
"ఈ వేడుకల్లో వేదపండితులు శ్రీసూక్తం, భూసూక్తం, పురుష సూక్తం, నీలా సూక్తం, నారాయణ సూక్తాలను పఠిస్తుండగా పాలు, పెరుగు, తేనె, కొబ్బరి నీళ్ళు, పసుపు, చందనంతో ఉత్సవ మూర్తులకు విశేషంగా అభిషేకం నిర్వహించారు.
",1
విశ్వరూపం 2 రిలీజ్‌ వాయిదా పడలేదు.,1
"అమరావతిలో బుధవారం మీడియాతో మాట్లాడుతూ  ప్ర‌జ‌లు క‌ష్టాలు ప‌డుతున్నా, ప్ర‌కృతి విల‌య‌తాండం చేస్తున్నా, తుపాన్‌లు వచ్చినా ముఖ్యమంత్రులు సమీక్షలు చేయ‌కూడ‌దంటూ ఈసీ అడ్డుకోవ‌ట‌మేంట‌ని నిలదీశారు.
",0
ఛలో సినిమాతో సక్సెస్‌ అందుకున్న యువహీరో నాగశౌర్య ఈ సారి కుటుంబ నేపథ్యంలో ఒక మంచి ఫ్యామిలీ ఎంటర్టెనర్ ‘అమ్మమ్మగారిల్లు’తో ప్రేక్షకుల ముందుకు వచ్చాడు.,1
భారత్‌తో మ్యాచ్‌ రద్దవడం మినహాయిస్తే మిగతా నాలుగు వన్డేలు గెలిచింది,1
99 జంటలకు విడాకులు ఇప్పించిన ఫేమస్‌ లాయర్‌ హరిశ్చంద్ర ప్రసాద్‌ (పోసాని కృష్ణమురళీ) వీరికి విడాకులు ఇప్పించి వంద మందికి విడాకులు ఇప్పించిన లాయర్‌ గా గిన్నిస్‌ రికార్డ్ సాధించాలనుకుంటాడు.,1
"స్వామి వారి దర్శనం అనంతరం వేద పండితులు తీర్థ ప్రసాదాలు అందజేశారు.
",1
"ఈ కేసులో సునీల్‌ జైస్వాల్‌, శివమ్‌ జైస్వాల్‌, పీతాంబర్‌, పప్పు జైస్వాల్‌ అనే వ్యక్తులను పోలీసులు అరెస్టు చేశారు.
",1
"ఇందులో భాగంగా ఉదయం సుప్రభాతంతో స్వామివారిని మేల్కొలిపి తోమాలసేవ, కొలువు, పంచాంగ శ్రవణం, సహస్రనామార్చన నిర్వహించారు.
",1
"ఈ విజయంతో ఏటీపీ ర్యాంకింగ్స్‌లో ఒక స్థానం మెరుగుపడి నాలుగో ర్యాంకు అందుకున్నాడు.
",1
"కొద్దికాలం ఊపిరితిత్తుల వ్యాధితో బాధపడి, 2007 ఏప్రిల్‌ 13న కన్నుమూశారు.",0
జట్టులో అతడు లేకపోయినా భారత్‌కు ఎటువంటి లోటూ లేదు.,0
లక్నో: ఉత్తరప్రదేశ్‌లో ఘోర రోడ్డు ప్రమాదం సంభవించింది,0
"దీంతో ప్రయాణికులు తీవ్ర ఆగ్రహం వ్యక్తం చేశారు.
",0
మారుతి నుంచీ అదే రెస్పాన్స్,1
"అప్పట్లో టీవీ 9 ఏర్పాటు సమయంలో మారిషస్‌ నుంచి ఫెమా నిబంధనలకు విరుద్ధంగా రూ 60 కోట్ల నిధులు వచ్చాయని చెప్పిన రవి,ప్రస్తుతం టీవీ 9లో వాటాను విక్రయించిన సందర్భంలో కూడా హవాలా మార్గాల్లోనే నిధులు తరలించారని  చెప్పాడు",0
సెమీఫైనల్లో ఆమె 4-1తో ప్రపంచ ఛాంపియన్‌ పెట్రా ఒలి ఫిన్లాండ్‌కు షాకిచ్చింది,1
పాప్‌ ఆల్బమ్‌లో ప్రణీత!.,1
"ఈ ముగ్గురితో నాకు చాలా అనుబంధం ఉంది.
",1
నిన్న జరిగిన ప్రీ రిలీజ్ ఈవెంట్ లో ఫ్యాన్స్ కు ఈమె దివ్య దర్శనం కలిగింది.,1
ప్రియాంక ను చలా కూల్ అని అనుకున్న నిక్ ఇప్పుడు తనలోని ‘టెంపర్’ ను గమనిస్తున్నాడట.,0
మరోవైపు టీమిండియా కెప్టెన్‌ విరాట్‌ కోహ్లి తన అగ్రస్థానాన్ని పదిలం చేసుకున్నాడు.,1
అంతేకాదు దాదాపు 4 లక్షల మంది పాట నచ్చిందని లైక్‌ చేశారు.,1
ఎన్నిక తర్వాత టీ ఆర్ ఎస్ శ్రేణులు ఎంపీపీ స్నేహలతను పూలమాలలతో సన్మానించి ఎంపీడీవో కార్యాలయం నుండి తెలంగాణ చౌరస్తా వరకు ర్యాలీ నిర్వహించారు,1
"లోకకల్యాణార్ధం సన్యాసికారి కార్యక్రమాన్ని చేస్తున్నామని.
",1
"అభిషేక్ నామా మాట్లాడుతూ సెవెన్ లో కొత్త హవీష్‌ని చూస్తారని, డిఫరెంట్ కానె్సప్ట్‌తో తెరకెక్కిన చిత్రం ఆడియన్స్‌కు మంచి థ్రిల్‌నిస్తుందన్నారు",1
"నగరి నియోజకవర్గం నుంచి తాను రెండోసారి గెలవడం ఖాయమని రోజా ధీమా వ్యక్తం చేశారు.
",1
"ఆ తర్వాత వికెట్ల పతనాన్ని స్పిన్నర్లు శాసించారు.
",0
"టీమిండియాకు షాక్‌.
",0
"ఇంటర్వెల్‌ సీన్‌తో హైప్‌క్రియేట్‌ చేసినా ద్వితీయార్థంలో అదే టెంపో కంటిన్యూ చేయలేకపోయాడు.
",0
రెండో సినిమా ‘ఆంబల విడుదలైనప్పటికీ పెద్దగా విజయం సాధించలేదు.,0
"భారీగా బౌండరీలు, సిక్స్‌ర్లు బాదుతూ పాక్‌బౌలర్లపై విరుచుకుపడ్డారు.",0
"నష్టం అంచనా వేయడంలో అలసత్వం వహించే వారిపైన, తప్పుడు సమాచారం నమోదుచేసేవారిపై చర్యలు ఉంటాయని ఆయన చెప్పారు.
",1
